Final5k,Final10k,FinalHalf,FinalFull,MPH5K,MPH10K,MPHHalf,MPHFull
0 : 55 : 48,1 : 35 : 44,2 : 56 : 28,6 : 20 : 37,3.3333333333333335,3.885793871866295,4.454098979977332,4.130139685597933
0 : 33 : 48,1 : 07 : 15,2 : 12 : 52,4 : 53 : 31,5.502958579881658,5.5315985130111525,5.9157049673858495,5.355743569360059
0 : 39 : 53,0 : 59 : 39,2 : 10 : 52,5 : 1 : 54,4.663602173004597,6.236378876781224,6.006113092205807,5.207022192779066
0 : 28 : 34,0 : 54 : 54,2 : 7 : 2,4 : 28 : 15,6.5110851808634775,6.775956284153006,6.187352400944634,5.8602050326188255
0 : 59 : 09,0 : 58 : 32,2 : 58 : 39,5 : 12 : 25,3.1445477599323755,6.355353075170843,4.3996641477749785,5.031741797812749
0 : 26 : 54,0 : 58 : 16,2 : 1 : 39,5 : 4 : 11,6.914498141263941,6.384439359267734,6.461159062885326,5.167936003506656
0 : 41 : 42,1 : 26 : 09,3 : 5 : 57,6 : 48 : 57,4.460431654676259,4.318049912942541,4.226942726539392,3.8439907079105025
0 : 41 : 40,1 : 26 : 08,3 : 5 : 57,6 : 48 : 56,4.464,4.318885448916409,4.226942726539392,3.844147375285295
0 : 48 : 38,1 : 30 : 46,2 : 55 : 42,5 : 54 : 21,3.8245373543522962,4.09842085934631,4.473534433693796,4.4362918018907855
0 : 35 : 41,1 : 34 : 29,3 : 15 : 11,5 : 32 : 57,5.212517515179823,3.9372023284529902,4.026983178208522,4.721429644090705
0 : 54 : 02,1 : 40 : 17,3 : 37 : 43,6 : 49 : 7,3.442319555829735,3.7094897789596146,3.6101967388808083,3.842424736220312
0 : 42 : 17,0 : 54 : 02,1 : 56 : 18,4 : 37 : 41,4.398896334253055,6.88463911165947,6.758383490971625,5.6611247824260245
1 : 11 : 09,1 : 46 : 57,3 : 34 : 25,6 : 41 : 43,2.614195361911454,3.4782608695652177,3.6657598134473375,3.9132058250010373
1 : 06 : 39,1 : 36 : 32,3 : 17 : 30,7 : 3 : 48,2.7906976744186047,3.853591160220995,3.979746835443038,3.709296838131194
1 : 06 : 37,1 : 55 : 40,3 : 58 : 22,7 : 22 : 41,2.792094070552915,3.2161383285302594,3.297440917354216,3.5510711193102664
0 : 24 : 42,0 : 52 : 24,1 : 55 : 51,4 : 28 : 17,7.530364372469635,7.099236641221375,6.784635304272767,5.859476921165434
0 : 50 : 55,1 : 40 : 16,3 : 44 : 34,7 : 8 : 26,3.6530278232405893,3.710106382978724,3.500074217010539,3.66918229207189
0 : 50 : 52,1 : 40 : 17,3 : 44 : 38,7 : 8 : 27,3.6566186107470515,3.7094897789596146,3.499035465202552,3.669039561209009
0 : 30 : 46,0 : 52 : 30,1 : 53 : 49,4 : 21 : 17,6.045503791982665,7.085714285714286,6.905842729535803,6.016457230337436
0 : 34 : 07,1 : 06 : 54,2 : 29 : 44,6 : 13 : 20,5.4518808011724484,5.560538116591928,5.2493321460374,4.210714285714285
0 : 37 : 04,1 : 16 : 43,2 : 42 : 58,5 : 57 : 21,5.017985611510791,4.84901151422985,4.82307220290448,4.3990485518399325
1 : 03 : 06,1 : 42 : 30,3 : 29 : 37,6 : 53 : 42,2.9477020602218698,3.629268292682927,3.7497018366860138,3.799854967367658
0 : 57 : 57,0 : 37 : 36,1 : 29 : 58,3 : 23 : 26,3.2096635030198444,9.893617021276595,8.736569099666543,7.727347206291987
0 : 37 : 21,1 : 08 : 38,2 : 24 : 47,5 : 22 : 28,4.979919678714859,5.420106847984458,5.428801657649361,4.874922472606988
0 : 43 : 41,1 : 27 : 17,2 : 59 : 4,6 : 27 : 18,4.25791682563907,4.261982050792438,4.389426656738645,4.058869093725794
0 : 51 : 03,1 : 40 : 40,3 : 12 : 34,5 : 14 : 47,3.643486777668952,3.6953642384105962,4.0817033062142984,4.993911155821464
0 : 30 : 25,1 : 06 : 08,2 : 23 : 17,4 : 58 : 31,6.115068493150686,5.624999999999999,5.485634523671048,5.266037630506393
0 : 40 : 42,1 : 26 : 46,3 : 34 : 16,6 : 29 : 12,4.57002457002457,4.28736073761045,3.6683260734287493,4.039054470709147
0 : 37 : 50,1 : 26 : 38,2 : 38 : 35,6 : 4 : 23,4.916299559471365,4.293959215082724,4.9563846558066205,4.314138041439875
0 : 35 : 21,1 : 20 : 02,2 : 51 : 45,6 : 45 : 26,5.261669024045261,4.648063306955435,4.576419213973799,3.8773328948450216
0 : 36 : 11,1 : 15 : 47,2 : 43 : 21,5 : 41 : 15,5.140488254260711,4.908731031449308,4.811753902662994,4.606593406593406
0 : 36 : 10,1 : 15 : 45,2 : 43 : 22,5 : 41 : 15,5.142857142857143,4.910891089108911,4.8112630075494796,4.606593406593406
0 : 27 : 51,0 : 57 : 39,2 : 6 : 17,4 : 18 : 39,6.6786355475763015,6.452732003469211,6.224099247723373,6.077711192731491
0 : 26 : 11,0 : 55 : 39,2 : 10 : 7,4 : 52 : 7,7.1037555697008274,6.684636118598383,6.040732675803765,5.381411536486564
0 : 32 : 09,1 : 04 : 54,2 : 27 : 30,5 : 14 : 54,5.78538102643857,5.731895223420647,5.328813559322033,4.992060971737059
1 : 09 : 04,1 : 49 : 44,3 : 35 : 17,7 : 4 : 0,2.6930501930501936,3.39003645200486,3.65100255477278,3.707547169811321
0 : 31 : 49,1 : 14 : 16,3 : 6 : 38,6 : 12 : 14,5.845992666317445,5.008976660682226,4.2114663332737985,4.223157517686039
0 : 31 : 41,1 : 14 : 17,3 : 6 : 39,6 : 12 : 14,5.870594423987375,5.0078528157953786,4.211090275917493,4.223157517686039
0 : 36 : 07,1 : 11 : 13,2 : 10 : 58,4 : 36 : 53,5.149976926626673,5.223496372571963,6.001527106133875,5.677481490399085
0 : 36 : 07,1 : 11 : 13,2 : 10 : 58,4 : 36 : 53,5.149976926626673,5.223496372571963,6.001527106133875,5.677481490399085
0 : 39 : 59,1 : 22 : 42,2 : 52 : 10,6 : 26 : 44,4.651938307628178,4.498186215235792,4.565343659244918,4.064816410963626
1 : 12 : 02,1 : 46 : 50,3 : 29 : 16,7 : 2 : 30,2.5821378991207773,3.4820592823712953,3.7559732398853134,3.7207100591715974
0 : 23 : 24,0 : 51 : 14,1 : 58 : 27,4 : 44 : 56,7.94871794871795,7.260897852960312,6.6357112705783035,5.517080018717829
0 : 39 : 53,1 : 10 : 56,2 : 58 : 12,5 : 35 : 52,4.663602173004597,5.244360902255639,4.410774410774411,4.680428741564112
0 : 22 : 25,0 : 47 : 10,1 : 49 : 36,3 : 50 : 41,8.29739776951673,7.886925795053004,7.171532846715328,6.8145365219276055
0 : 39 : 54,1 : 10 : 56,2 : 58 : 12,5 : 54 : 8,4.661654135338346,5.244360902255639,4.410774410774411,4.439006024096385
0 : 28 : 49,0 : 59 : 59,1 : 57 : 52,4 : 30 : 3,6.454598033545403,6.201722700750208,6.668552036199094,5.8211442325495275
0 : 32 : 52,1 : 07 : 38,2 : 23 : 24,5 : 44 : 13,5.659229208924949,5.500246426811237,5.481171548117154,4.566891008570184
1 : 05 : 05,1 : 37 : 52,3 : 9 : 50,6 : 19 : 45,2.857874519846351,3.8010899182561313,4.140474100087796,4.139565503620803
0 : 57 : 31,1 : 27 : 55,3 : 3 : 45,6 : 31 : 47,3.2338452622428284,4.231279620853081,4.277551020408163,4.012421831794784
0 : 34 : 34,1 : 14 : 30,2 : 46 : 17,6 : 2 : 30,5.380906460945034,4.993288590604027,4.726871805151849,4.336551724137931
1 : 17 : 37,0 : 58 : 04,2 : 10 : 1,5 : 2 : 31,2.396392527378141,6.406429391504018,6.045378797590051,5.19640791140984
1 : 17 : 44,1 : 07 : 17,2 : 37 : 43,5 : 45 : 3,2.392795883361921,5.528858062918009,4.983620416358448,4.555861469352267
0 : 41 : 09,1 : 19 : 51,3 : 37 : 52,7 : 9 : 19,4.520048602673147,4.658735128365686,3.6077111383108935,3.6616328273613106
0 : 48 : 17,1 : 41 : 03,3 : 49 : 14,7 : 13 : 29,3.8522609596133934,3.6813458683819893,3.4288207067035046,3.626437002576031
0 : 39 : 24,1 : 29 : 11,2 : 24 : 30,5 : 49 : 57,4.720812182741117,4.171182956456737,5.439446366782007,4.492070295756537
1 : 34 : 30,1 : 51 : 30,3 : 24 : 30,7 : 9 : 22,1.9682539682539684,3.336322869955157,3.843520782396088,3.6612064280723544
0 : 48 : 39,1 : 31 : 40,3 : 28 : 1,7 : 37 : 12,3.823227132579651,4.058181818181818,3.7785433859466386,3.438320209973753
0 : 30 : 08,0 : 57 : 36,1 : 59 : 8,4 : 24 : 4,6.172566371681416,6.458333333333333,6.5976496922216,5.953042161070437
0 : 30 : 09,0 : 57 : 36,1 : 59 : 8,4 : 24 : 3,6.169154228855723,6.458333333333333,6.5976496922216,5.953417913274
0 : 38 : 08,1 : 13 : 51,2 : 44 : 28,5 : 34 : 46,4.8776223776223775,5.037237643872715,4.779083907580056,4.695808025490392
0 : 37 : 14,1 : 14 : 26,2 : 43 : 8,5 : 37 : 29,4.995523724261415,4.9977608598298255,4.818144666939109,4.658007802854462
0 : 23 : 24,0 : 51 : 06,1 : 51 : 34,4 : 19 : 2,7.94871794871795,7.279843444227006,7.045115028383627,6.0687170248359275
0 : 27 : 40,0 : 59 : 26,2 : 8 : 13,4 : 56 : 18,6.72289156626506,6.259113853056647,6.130248277655011,5.305433682078974
0 : 36 : 11,0 : 59 : 23,2 : 6 : 18,4 : 44 : 45,5.140488254260711,6.264383946112827,6.223277909738718,5.520632133450395
0 : 22 : 35,0 : 46 : 44,1 : 57 : 7,3 : 32 : 55,8.236162361623617,7.960057061340942,6.711256581756084,7.383170254403131
0 : 33 : 57,1 : 12 : 15,2 : 39 : 7,6 : 21 : 52,5.478645066273931,5.148788927335641,4.939771656017597,4.1166201117318435
0 : 26 : 52,1 : 05 : 13,2 : 6 : 11,4 : 55 : 51,6.923076923076923,5.704063378481983,6.22903183199049,5.313503464593543
1 : 23 : 44,2 : 07 : 52,3 : 12 : 2,6 : 37 : 19,2.2213375796178343,2.909280500521376,4.093039402881445,3.9565418012500526
0 : 23 : 44,0 : 48 : 38,1 : 43 : 37,4 : 5 : 34,7.837078651685394,7.6490747087045925,7.585652243847515,6.401520293199402
1 : 00 : 56,1 : 31 : 59,3 : 19 : 27,6 : 51 : 0,3.052516411378556,4.044210907773147,3.9408373025821013,3.8248175182481754
0 : 36 : 10,1 : 11 : 09,2 : 41 : 1,6 : 7 : 18,5.142857142857143,5.228390723822908,4.8814822482144695,4.279880206915328
0 : 47 : 23,1 : 03 : 26,3 : 37 : 11,5 : 20 : 18,3.9254308828702076,5.864424592748294,3.6190622362059703,4.907898844832968
0 : 31 : 24,1 : 15 : 45,2 : 21 : 3,5 : 50 : 12,5.923566878980892,4.910891089108911,5.5724920241049265,4.488863506567675
1 : 22 : 11,1 : 44 : 05,3 : 24 : 54,7 : 11 : 37,2.263232610018252,3.5740592473979187,3.83601756954612,3.642120708962428
0 : 41 : 51,1 : 40 : 55,3 : 28 : 58,6 : 46 : 41,4.444444444444445,3.686209744013212,3.7613654490349338,3.865415351829843
0 : 43 : 29,1 : 25 : 53,3 : 5 : 56,6 : 46 : 40,4.277500958221541,4.331457403454298,4.227321620652564,3.865573770491803
0 : 28 : 26,0 : 59 : 33,2 : 5 : 12,5 : 10 : 45,6.541617819460726,6.246851385390428,6.277955271565494,5.058728881737731
1 : 00 : 56,1 : 31 : 58,3 : 19 : 27,6 : 51 : 0,3.052516411378556,4.044943820224719,3.9408373025821013,3.8248175182481754
1 : 01 : 46,2 : 09 : 35,3 : 49 : 16,6 : 33 : 14,3.0113329735563954,2.8707395498392283,3.428322186682175,3.9976265152157326
1 : 14 : 02,1 : 57 : 19,3 : 28 : 53,7 : 14 : 42,2.5123818099954978,3.170904958090638,3.7628660336711084,3.616287094547964
0 : 28 : 32,0 : 57 : 00,2 : 0 : 50,4 : 31 : 33,6.518691588785047,6.526315789473685,6.504827586206897,5.7889891364389605
0 : 41 : 55,1 : 30 : 57,3 : 11 : 9,6 : 25 : 17,4.43737574552684,4.090159428257285,4.111953962856395,4.080114201669766
0 : 36 : 23,1 : 13 : 29,2 : 40 : 15,5 : 59 : 49,5.11223087494274,5.062372420049898,4.904836193447737,4.368891565148918
0 : 48 : 33,1 : 32 : 52,3 : 14 : 46,6 : 43 : 14,3.8311019567456235,4.005743000717875,4.035598151634434,3.898487228238406
0 : 42 : 04,1 : 21 : 05,2 : 50 : 24,6 : 2 : 34,4.4215530903328055,4.587872559095581,4.612676056338027,4.335754344028684
0 : 31 : 31,0 : 57 : 07,2 : 12 : 7,4 : 57 : 7,5.901639344262295,6.512985118179166,5.949287246120853,5.290850956414427
0 : 29 : 57,1 : 00 : 23,2 : 10 : 14,4 : 28 : 38,6.210350584307179,6.160640353298373,6.035321218326082,5.8518426603797
0 : 41 : 20,1 : 09 : 53,3 : 8 : 20,6 : 23 : 25,4.5,5.323157643691866,4.173451327433629,4.0999782655944355
0 : 50 : 57,1 : 44 : 03,3 : 40 : 35,7 : 18 : 37,3.650637880274779,3.5752042287361845,3.5632791839818663,3.5839951362237334
0 : 59 : 21,1 : 26 : 13,3 : 3 : 22,6 : 36 : 47,3.1339511373209774,4.314710999420066,4.286493364842755,3.961859957155458
0 : 43 : 53,1 : 43 : 50,3 : 27 : 0,7 : 6 : 44,4.238511203949868,3.5826645264847516,3.797101449275362,3.6837994063427586
0 : 37 : 41,1 : 08 : 46,4 : 22 : 50,7 : 24 : 16,4.935869084475897,5.409597673291324,2.9904882688649335,3.5384153661464586
0 : 30 : 57,1 : 36 : 34,1 : 56 : 50,5 : 47 : 44,6.009693053311793,3.8522609596133934,6.727532097004279,4.520705521472393
1 : 54 : 07,1 : 42 : 45,3 : 47 : 11,7 : 11 : 57,1.629910909887542,3.62043795620438,3.459760839263444,3.6393101053362655
0 : 35 : 49,1 : 26 : 18,3 : 4 : 49,5 : 43 : 19,5.193113075849232,4.310544611819235,4.252863197763549,4.578863051604447
0 : 43 : 34,1 : 26 : 06,2 : 40 : 39,5 : 25 : 52,4.269319051262433,4.3205574912891995,4.892623716153127,4.8240589198036
0 : 33 : 56,1 : 04 : 51,2 : 18 : 50,5 : 59 : 7,5.481335952848724,5.736314572089437,5.661464585834333,4.377407527730078
0 : 49 : 20,1 : 39 : 50,3 : 32 : 10,7 : 31 : 27,3.77027027027027,3.7262103505843074,3.7046347211311863,3.482113190829549
0 : 29 : 57,1 : 01 : 35,2 : 8 : 31,4 : 35 : 27,6.210350584307179,6.040595399188091,6.115938270003889,5.707024868397168
0 : 40 : 42,1 : 26 : 08,2 : 56 : 54,6 : 0 : 21,4.57002457002457,4.318885448916409,4.443188241944601,4.362425419730817
1 : 22 : 31,0 : 52 : 35,2 : 1 : 22,4 : 21 : 7,2.2540900828115533,7.074484944532489,6.476242790442186,6.02029744047999
0 : 30 : 55,1 : 07 : 42,2 : 25 : 35,5 : 23 : 34,6.016172506738544,5.4948301329394384,5.398969662278191,4.85834964458638
0 : 40 : 54,1 : 19 : 13,2 : 58 : 39,6 : 53 : 22,4.547677261613692,4.695981485377656,4.3996641477749785,3.8029191194258525
0 : 38 : 58,1 : 25 : 33,3 : 7 : 42,6 : 37 : 12,4.7733105218135155,4.34833430742256,4.187533297815664,3.957703927492447
0 : 43 : 47,1 : 21 : 32,2 : 58 : 35,5 : 59 : 3,4.248191853825658,4.56255110384301,4.401306579561362,4.378220303578889
1 : 01 : 46,1 : 45 : 35,3 : 38 : 19,7 : 18 : 46,3.0113329735563954,3.5232833464877666,3.600274830139705,3.5827698852845096
0 : 32 : 08,1 : 03 : 24,2 : 9 : 48,4 : 37 : 16,5.788381742738589,5.867507886435331,6.055469953775038,5.669632123106517
0 : 39 : 20,1 : 19 : 51,2 : 50 : 50,5 : 53 : 32,4.728813559322034,4.658735128365686,4.600975609756097,4.4465396945125395
1 : 00 : 51,1 : 50 : 49,3 : 26 : 32,6 : 58 : 10,3.056696795398521,3.356895773800572,3.8056810845706908,3.7592666400956554
1 : 00 : 52,1 : 50 : 52,3 : 26 : 33,6 : 58 : 11,3.055859802847755,3.355381840048106,3.8053740014524324,3.759116814794149
0 : 41 : 59,1 : 39 : 41,2 : 57 : 59,6 : 14 : 50,4.430329495831679,3.7318174218358133,4.416143833692294,4.193863939528679
0 : 47 : 58,1 : 39 : 10,4 : 5 : 25,7 : 17 : 40,3.8776928422515633,3.7512605042016807,3.202716468590832,3.5917745620715915
0 : 52 : 34,1 : 43 : 20,2 : 42 : 55,4 : 59 : 23,3.5383639822447686,3.6000000000000005,4.824552429667519,5.2507932973334075
1 : 02 : 56,1 : 57 : 31,3 : 40 : 38,6 : 50 : 50,2.9555084745762716,3.165508438519359,3.5624716724580754,3.826369168356998
0 : 55 : 52,1 : 22 : 17,2 : 54 : 50,6 : 58 : 53,3.3293556085918854,4.520964148268179,4.495710200190657,3.75283491823499
0 : 55 : 50,1 : 14 : 52,3 : 42 : 26,6 : 58 : 54,3.3313432835820898,4.9688334817453255,3.533643039112843,3.752685605156362
0 : 30 : 03,1 : 00 : 34,2 : 33 : 15,4 : 50 : 42,6.189683860232945,6.141992294991744,5.128874388254486,5.407636738906089
0 : 31 : 14,1 : 40 : 50,2 : 16 : 51,4 : 42 : 36,5.955176093916756,3.6892561983471075,5.743514797223237,5.562632696390658
0 : 23 : 40,0 : 49 : 04,2 : 16 : 36,3 : 59 : 23,7.859154929577464,7.581521739130435,5.754026354319181,6.56687321590197
0 : 27 : 40,1 : 00 : 28,2 : 35 : 15,4 : 54 : 45,6.72289156626506,6.152149944873208,5.06280193236715,5.333333333333334
1 : 00 : 13,1 : 47 : 23,3 : 30 : 35,6 : 46 : 39,3.088845834486576,3.464224740027937,3.7324891175306685,3.865732202139432
1 : 17 : 45,1 : 45 : 51,3 : 37 : 37,7 : 4 : 12,2.392282958199357,3.5144071799716583,3.611855709581067,3.705799151343706
0 : 40 : 56,1 : 22 : 41,3 : 10 : 22,5 : 2 : 24,4.543973941368079,4.499092924813546,4.128874102609,5.198412698412699
0 : 21 : 03,0 : 47 : 05,1 : 47 : 3,4 : 2 : 37,8.836104513064134,7.900884955752213,7.3423633815973846,6.4793570103730165
0 : 49 : 39,1 : 20 : 38,2 : 36 : 33,5 : 3 : 0,3.7462235649546827,4.613476643241008,5.020760140530181,5.188118811881188
0 : 30 : 07,0 : 58 : 18,2 : 18 : 28,5 : 49 : 52,6.175982291090206,6.380789022298457,5.67645642753972,4.493140243902439
0 : 54 : 08,1 : 28 : 17,3 : 15 : 3,5 : 43 : 45,3.435960591133005,4.2137058712478765,4.029735965137144,4.573090909090909
0 : 46 : 31,1 : 37 : 32,3 : 34 : 18,7 : 18 : 52,3.998566821927625,3.81408065618592,3.667755482967802,3.5819535166337535
1 : 19 : 50,1 : 44 : 18,3 : 44 : 15,6 : 26 : 26,2.3298538622129437,3.566634707574305,3.5050167224080266,4.067972052100405
0 : 40 : 12,1 : 31 : 37,2 : 59 : 1,6 : 6 : 48,4.626865671641791,4.060396579952702,4.390652639419049,4.285714285714286
0 : 41 : 22,1 : 31 : 57,3 : 22 : 29,6 : 15 : 53,4.496373892022563,4.045676998368679,3.8818009712733557,4.182148716357026
0 : 41 : 22,1 : 31 : 58,3 : 22 : 29,6 : 15 : 53,4.496373892022563,4.044943820224719,3.8818009712733557,4.182148716357026
0 : 44 : 48,1 : 12 : 36,2 : 27 : 34,4 : 39 : 36,4.151785714285714,5.123966942148761,5.326406144115654,5.622317596566523
0 : 27 : 58,0 : 55 : 43,2 : 9 : 59,4 : 48 : 26,6.6507747318236,6.676637750523482,6.046929093473523,5.450132901883739
0 : 33 : 32,1 : 11 : 24,2 : 26 : 40,4 : 40 : 47,5.546719681908549,5.210084033613445,5.359090909090909,5.598622900219623
0 : 47 : 38,1 : 36 : 01,3 : 16 : 53,6 : 43 : 29,3.9048285514345698,3.8743273737198405,3.9922119698637095,3.896071708868602
0 : 55 : 55,1 : 41 : 42,3 : 31 : 18,6 : 49 : 21,3.326378539493294,3.657817109144543,3.719829626123994,3.840234518138512
0 : 39 : 09,1 : 18 : 19,3 : 4 : 8,7 : 3 : 39,4.75095785440613,4.7499467971908915,4.268645908761767,3.7106101734922694
0 : 33 : 22,1 : 26 : 35,2 : 46 : 16,6 : 1 : 9,5.574425574425574,4.296438883541867,4.727345629510825,4.35276201024505
0 : 33 : 54,0 : 55 : 32,2 : 34 : 54,5 : 36 : 29,5.486725663716815,6.698679471788716,5.074241446094255,4.67185100797464
0 : 44 : 51,1 : 29 : 32,3 : 4 : 37,6 : 35 : 58,4.147157190635451,4.15487714072971,4.257470434233095,3.97003114740298
0 : 31 : 55,0 : 58 : 23,2 : 20 : 39,4 : 24 : 53,5.827676240208877,6.371681415929204,5.58833985069321,5.9346882275215505
0 : 33 : 45,1 : 07 : 31,2 : 41 : 25,5 : 33 : 5,5.511111111111111,5.509750678844729,4.869385647909137,4.719539654741055
0 : 38 : 02,1 : 20 : 45,2 : 57 : 15,6 : 17 : 39,4.8904469763365475,4.606811145510836,4.43441466854725,4.162584403548259
0 : 44 : 07,1 : 28 : 59,3 : 18 : 19,6 : 48 : 33,4.216093690970911,4.180558156958232,3.963358265400454,3.8477542528454287
0 : 32 : 09,1 : 04 : 30,2 : 18 : 33,4 : 50 : 47,5.78538102643857,5.767441860465117,5.673042223024178,5.4060870063621245
0 : 48 : 09,1 : 51 : 47,3 : 12 : 21,6 : 19 : 9,3.8629283489096573,3.3278664082302076,4.0863010137769695,4.146116312804959
0 : 51 : 53,1 : 40 : 18,3 : 19 : 39,6 : 1 : 45,3.5849662704786383,3.7088733798604188,3.9368895567242674,4.345542501727713
0 : 38 : 42,1 : 26 : 23,3 : 4 : 51,6 : 15 : 34,4.8062015503875966,4.306386262782172,4.25209629429267,4.185674980030177
0 : 46 : 38,1 : 28 : 35,3 : 4 : 28,6 : 39 : 35,3.9885632594710505,4.199435559736595,4.26093241778099,3.9340980187695513
0 : 36 : 17,1 : 15 : 12,2 : 56 : 6,6 : 30 : 46,5.126320624712909,4.946808510638298,4.463373083475298,4.0228610423952915
1 : 06 : 22,1 : 34 : 02,2 : 59 : 51,5 : 37 : 50,2.802611752887996,3.9560439560439558,4.370308590492076,4.6531820424272325
0 : 34 : 07,1 : 08 : 51,2 : 20 : 15,4 : 55 : 16,5.4518808011724484,5.4030501089324625,5.60427807486631,5.324000903138406
0 : 55 : 55,1 : 34 : 43,1 : 59 : 30,3 : 50 : 29,3.326378539493294,3.927503079359493,6.577405857740586,6.8204497794489845
0 : 25 : 04,0 : 53 : 06,1 : 58 : 36,4 : 23 : 52,7.420212765957448,7.005649717514125,6.6273187183811135,5.95755432036382
0 : 39 : 22,1 : 21 : 15,3 : 1 : 33,6 : 28 : 5,4.72480948348857,4.578461538461538,4.329385844120077,4.050676401116599
0 : 36 : 01,1 : 12 : 43,2 : 45 : 20,6 : 1 : 0,5.164275798241555,5.115746046298418,4.754032258064516,4.354570637119114
0 : 36 : 01,1 : 12 : 45,2 : 45 : 20,6 : 0 : 59,5.164275798241555,5.113402061855671,4.754032258064516,4.354771688443603
1 : 07 : 55,2 : 10 : 07,3 : 58 : 14,7 : 19 : 1,2.7386503067484664,2.8589727167926218,3.29928641387995,3.5807296609847765
0 : 57 : 27,1 : 21 : 15,3 : 16 : 45,5 : 0 : 46,3.2375979112271542,4.578461538461538,3.9949174078780176,5.226643023384685
0 : 34 : 55,1 : 09 : 41,2 : 37 : 48,5 : 45 : 4,5.326968973747017,5.338435780913657,4.980988593155892,4.55564142194745
0 : 30 : 54,1 : 04 : 30,2 : 18 : 29,5 : 20 : 56,6.019417475728155,5.767441860465117,5.675773257913106,4.898213543830494
0 : 33 : 22,1 : 13 : 44,3 : 21 : 28,6 : 1 : 29,5.574425574425574,5.045207956600362,3.901389808074123,4.348748213380054
0 : 40 : 37,1 : 21 : 06,2 : 57 : 8,6 : 50 : 38,4.579400902749282,4.586929716399507,4.43733534060971,3.8282328111047974
0 : 43 : 58,1 : 21 : 44,3 : 11 : 34,6 : 0 : 43,4.230477634571645,4.551386623164763,4.103010266225857,4.3579910363627965
0 : 27 : 58,0 : 58 : 35,2 : 10 : 2,4 : 30 : 6,6.6507747318236,6.3499288762446655,6.044603947705716,5.820066641984449
0 : 34 : 26,1 : 09 : 18,2 : 29 : 54,5 : 50 : 48,5.401742497579866,5.367965367965368,5.24349566377585,4.481185860889395
0 : 51 : 40,1 : 41 : 06,3 : 27 : 20,6 : 44 : 13,3.6000000000000005,3.6795252225519293,3.790996784565916,3.88900342225704
0 : 38 : 19,1 : 06 : 41,2 : 35 : 11,4 : 29 : 53,4.854284471509352,5.578605348662834,5.0649769090323264,5.824739084789724
0 : 35 : 39,1 : 09 : 34,2 : 34 : 15,5 : 53 : 49,5.217391304347827,5.347388596070916,5.095623987034036,4.442978943897499
0 : 34 : 22,1 : 15 : 54,2 : 33 : 31,6 : 10 : 42,5.412221144519883,4.901185770750987,5.11996525892954,4.24062584299973
0 : 32 : 39,1 : 09 : 06,2 : 31 : 51,5 : 34 : 51,5.696784073506891,5.383502170767005,5.176160684886401,4.694639390771987
0 : 37 : 04,1 : 14 : 23,2 : 45 : 57,6 : 44 : 47,5.017985611510791,5.001120322652923,4.736366375414281,3.8835591056944043
0 : 20 : 30,0 : 43 : 59,1 : 36 : 42,3 : 54 : 46,9.073170731707316,8.45774914740432,8.128231644260598,6.69601022291637
0 : 24 : 31,0 : 50 : 39,1 : 56 : 39,4 : 49 : 56,7.586675730795378,7.344521224086871,6.7381054436348045,5.421936077259139
0 : 51 : 34,1 : 28 : 02,2 : 46 : 51,5 : 32 : 33,3.6069812540400776,4.225672093903825,4.710818100089901,4.727108705457826
1 : 13 : 51,1 : 35 : 40,3 : 25 : 23,6 : 21 : 26,2.5186188219363577,3.8885017421602788,3.826990180962428,4.121296862710827
0 : 36 : 58,1 : 21 : 43,2 : 20 : 5,4 : 55 : 58,5.031559963931469,4.552314909239241,5.610945865556215,5.311408942448475
0 : 44 : 04,1 : 14 : 25,2 : 41 : 58,5 : 53 : 22,4.2208774583963695,4.998880179171333,4.852850380736776,4.448636921045184
1 : 15 : 01,1 : 40 : 57,3 : 22 : 45,6 : 38 : 13,2.479449011330815,3.6849925705794946,3.8766954377311955,3.9475997153978155
0 : 30 : 18,1 : 01 : 18,2 : 15 : 40,4 : 39 : 52,6.138613861386139,6.068515497553018,5.7936117936117935,5.616960457360648
0 : 25 : 45,0 : 52 : 36,1 : 54 : 49,3 : 56 : 48,7.223300970873787,7.072243346007604,6.845696037160691,6.638513513513513
0 : 59 : 18,1 : 37 : 44,3 : 30 : 13,6 : 39 : 14,3.136593591905565,3.806275579809004,3.7389994450170456,3.937546965016281
0 : 40 : 45,1 : 20 : 28,2 : 53 : 27,6 : 37 : 36,4.564417177914111,4.623032311516155,4.531565292591525,3.953722334004024
1 : 09 : 34,2 : 02 : 51,3 : 12 : 24,6 : 8 : 57,2.673694298035458,3.0280830280830284,4.085239085239086,4.260739937660929
