LOCATION,River MILE,SPP,Species Name,SDATE,Year,Season,SEX,Length(mm),Weight(g),Moisture(%),Lipid(%),Total PCB(ppm),Lipid PCB(ppm)= Total PCB/Lipid (%),OverLimit
HAVERSTRAW BAY,36.2,STB,Striped Bass,20070420,2007,Spring,F,634,2400,73.2,4.62,1.29,27.922,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20070425,2007,Spring,M,621,2600,74.2,3.24,0.755,23.302,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080407,2008,Spring,M,565,1850,75.1,6.67,0.968,14.513,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080407,2008,Spring,M,580,2075,74.6,5.79,0.7,12.09,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080408,2008,Spring,M,565,1825,75.4,4.2,0.76,18.095,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,510,1250,78.8,2.22,0.385,17.342,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,522,1340,76.1,3.7,0.683,18.459,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,527,1510,76.8,4.37,0.375,8.581,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,530,1510,76.6,4.7,0.485,10.319,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,551,1580,78.7,3.27,0.475,14.526,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,552,1680,77.3,3.77,0.633,16.79,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,555,1780,73.3,8.51,1.114,13.09,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,546,1820,76.3,6.29,2.053,32.639,Yes
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,573,1840,74.4,7.4,4.043,54.635,Yes
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,577,1840,76.7,6.08,0.753,12.385,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,560,1860,76.1,6.08,0.861,14.161,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,571,1880,73.8,3.07,0.345,11.238,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,585,1900,76.5,3.54,0.315,8.898,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,M,575,2140,75.2,4.13,0.457,11.065,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,606,2140,76.1,3.76,0.425,11.303,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,624,2260,75.2,5.47,0.319,5.832,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080410,2008,Spring,F,612,2380,74.5,5.76,0.693,12.031,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080421,2008,Spring,F,531,1680,75.3,4.65,0.857,18.43,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080421,2008,Spring,M,705,4660,72.7,8.13,1.073,13.198,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,F,509,1320,77.1,3.17,0.57,17.981,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,F,535,1560,75,4.59,1.317,28.693,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,F,585,1940,71.4,9.92,0.957,9.647,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,M,699,3960,74,7.06,0.59,8.357,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,M,697,4220,76.2,5.69,0.485,8.524,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,M,740,4280,77,3.17,0.401,12.65,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080422,2008,Spring,M,802,6160,71.4,8.46,0.588,6.95,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080423,2008,Spring,F,511,1340,75.9,3.6,1.255,34.861,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080423,2008,Spring,M,598,2320,77.4,3.96,1.02,25.758,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080425,2008,Spring,F,570,1660,75.5,5.26,0.79,15.019,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080425,2008,Spring,F,570,1760,71.3,7.78,0.469,6.028,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080425,2008,Spring,M,570,1860,75.6,4.67,0.55,11.777,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080425,2008,Spring,F,575,1880,75.4,5.43,0.399,7.348,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20080425,2008,Spring,F,632,2620,74.3,6.96,0.49,7.04,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,462,1040,79.5,0.962,0.21,21.83,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,517,1520,78.9,1.88,0.317,16.862,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,513,1650,79.1,0.681,0.01,1.468,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,555,1700,75.1,2.51,0.198,7.888,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,558,1840,79,0.918,0.06,6.536,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,570,1900,75.3,5.65,0.293,5.186,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,551,1940,78.1,0.846,0.084,9.929,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,603,2200,75.2,4.46,0.185,4.148,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,597,2300,77.8,7.37,0.348,4.722,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,593,2320,76.3,5.41,1.041,19.242,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,627,2360,78.5,0.347,0.01,2.882,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,592,2520,73.8,5.77,1.084,18.787,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,643,2600,77.5,5.65,0.395,6.991,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,627,2660,77.7,1.56,0.137,8.782,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,627,2720,79.7,0.618,0.026,4.207,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,672,2760,77.1,0.514,0.098,19.066,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,660,2850,77.8,2.99,0.098,3.278,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,670,3040,78.1,3.52,0.211,5.994,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,682,3140,78.1,0.96,1.41,146.875,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,M,640,3160,77.3,7.75,0.448,5.781,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,704,3400,77.6,2.33,0.082,3.519,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,718,3800,76.9,2.61,0.21,8.046,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,750,3960,79.9,0.326,0.129,39.571,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100413,2010,Spring,F,818,5580,78.6,0.384,0.043,11.198,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20100415,2010,Spring,M,760,4040,78.7,0.678,0.071,10.472,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,528,1760,72,7.2,0.396,5.5,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,546,1820,76.2,6.83,2.03,29.722,Yes
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,560,1880,75.7,3.29,0.644,19.574,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,574,2000,73.2,3.56,0.5,14.045,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,U,575,2200,75.4,1.82,0.567,31.154,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,574,2280,74.8,2.72,0.387,14.228,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,611,2300,74.5,4.96,0.956,19.274,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,561,2340,67.1,10.8,0.154,1.426,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,601,2360,75,3.98,0.231,5.804,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,783,2360,75.2,2.49,0.896,35.984,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,580,2500,74.6,3.09,0.448,14.498,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,591,2520,72.7,3.11,0.1,3.215,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,601,2540,76,2.25,0.196,8.711,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,F,620,2740,72.4,5.35,2.61,48.785,Yes
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,F,637,2760,75.1,3.74,1.07,28.61,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,611,2820,72.7,8.28,0.555,6.703,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,630,2880,77.1,1.86,0.423,22.742,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,618,2920,74.4,2.3,0.632,27.478,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,615,2920,71.4,4.44,0.948,21.351,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,650,3160,70.2,5.43,0.485,8.932,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,674,3280,76.8,3.1,1.33,42.903,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,662,3440,74.4,1.5,0.265,17.667,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,665,3440,76.6,3.68,1.43,38.859,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,719,4800,75.3,3.91,0.343,8.772,No
HAVERSTRAW BAY,36.2,STB,Striped Bass,20110411,2011,Spring,M,775,5480,71.7,3.81,0.62,16.273,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,559,2030,76.6,5.2,1.09,20.962,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,590,2140,75,5.02,1.44,28.685,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,582,2140,75.2,4.48,1.1,24.554,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,590,2240,77.8,3.11,0.805,25.884,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,579,2240,73.6,5.39,0.95,17.625,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,615,2340,77.3,2.55,1.48,58.039,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,614,2360,77.1,2.77,1.16,41.877,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,613,2440,76.5,2.52,1.41,55.952,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,616,2450,72.6,2.96,1.133,38.277,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,620,2580,75.7,5.75,1.46,25.391,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,607,2600,76.4,2.43,1.013,41.687,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,622,2620,77.3,1.39,0.783,56.331,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,614,2660,70.3,5.74,1.04,18.118,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,635,2700,75.9,5.43,1.37,25.23,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,619,2710,73.1,5.81,2.58,44.406,Yes
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,637,2800,77,2.01,1.024,50.945,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,644,2880,74.6,2.22,1.06,47.748,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,630,3020,72.9,7.03,2.06,29.303,Yes
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,639,3020,79.4,2.03,0.762,37.537,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,664,3100,75.2,2.62,0.874,33.359,No
STONY POINT,40.1,STB,Striped Bass,20010417,2001,Spring,M,748,4210,74.1,4.24,0.752,17.736,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,548,1740,71.2,6.62,1.3,19.637,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,559,1800,76.1,5.46,1.1,20.147,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,588,2280,75.8,4.09,0.296,7.237,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,611,2480,74.8,4.87,1.35,27.721,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,610,2480,74.8,2.6,1.53,58.846,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,610,2520,73.8,5.48,0.537,9.799,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,607,2640,71.6,13.3,1.252,9.414,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,626,2740,73.8,6.06,1.85,30.528,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,661,2880,75.8,4.6,0.73,15.87,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,668,2960,73.2,6.72,0.8,11.905,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,662,2980,71.2,8.92,0.489,5.482,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,682,3060,71.3,4.71,0.296,6.285,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,669,3280,74,8.36,1.64,19.617,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,680,3480,77.8,3.1,1.47,47.419,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,711,3480,75.7,3.63,2.15,59.229,Yes
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,670,3500,73.6,7.67,0.794,10.352,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,743,4008,75,3.74,0.458,12.246,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,725,4120,79,1.4,0.299,21.357,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,F,736,4800,72.9,7.66,0.44,5.744,No
STONY POINT,40.1,STB,Striped Bass,20010430,2001,Spring,M,800,4960,74.8,7.17,0.612,8.536,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,537,1720,74,6.91,0.846,12.243,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,556,1820,78.6,3.54,0.42,11.864,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,549,1900,76.8,4.03,0.516,12.804,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,F,594,2020,77.6,1.14,0.187,16.404,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,576,2080,79.2,2.19,0.186,8.493,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,F,601,2100,73.9,4.93,0.415,8.418,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,F,610,2250,76.1,5.3,0.871,16.434,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,F,637,2700,74.2,3.6,0.382,10.611,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,670,3800,66.1,12.2,0.503,4.123,No
STONY POINT,40.1,STB,Striped Bass,20040413,2004,Spring,M,723,4900,72.2,6.1,0.673,11.033,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,518,1460,78,1.25,0.251,20.08,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,514,1480,77.2,4.64,0.713,15.366,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,F,532,1580,70.3,3.52,0.409,11.619,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,585,2400,76,5.51,0.458,8.312,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,F,627,2540,77.9,1.23,0.169,13.74,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,625,2600,80.6,1.18,0.256,21.695,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,635,2670,78.5,2.15,0.343,15.953,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,710,3950,78.4,5.52,0.904,16.377,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,855,6697,73.3,1.4,0.42,30,No
STONY POINT,40.1,STB,Striped Bass,20040422,2004,Spring,M,800,7151,74,1.15,0.14,12.174,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,470,1160,76.2,3.16,0.225,7.12,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,F,490,1200,76.9,2.7,0.225,8.333,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,467,1200,75.2,3.68,1.12,30.435,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,525,1600,76,4.37,0.455,10.412,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,544,1660,74.8,3.95,0.516,13.063,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,558,1800,77.1,3.57,0.967,27.087,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,572,2040,74.5,5.07,0.534,10.533,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,615,2240,76.3,2.89,0.606,20.969,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,595,2280,72.5,9.27,1.054,11.37,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,594,2320,75.5,4.54,1.26,27.753,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,606,2340,78.1,1.47,0.457,31.088,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,605,2360,77.6,2.9,0.595,20.517,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,593,2400,76.9,3.53,0.415,11.756,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,592,2400,75.5,5.31,0.445,8.38,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,629,2600,75.6,5.56,1.314,23.633,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,600,2680,75,4.47,0.781,17.472,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,650,2880,76.9,3.14,0.525,16.72,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,678,3500,77.1,2.63,0.941,35.779,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,755,4700,79,1.66,0.765,46.084,No
STONY POINT,40.1,STB,Striped Bass,20050411,2005,Spring,M,789,5100,76.4,5.28,1.111,21.042,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,535,1540,76.7,1.68,4.06,241.667,Yes
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,544,1580,78.4,2.89,0.489,16.92,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,577,1980,77.1,2.5,0.555,22.2,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,560,1980,74.6,5.54,0.89,16.065,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,567,2140,74.7,7.67,0.402,5.241,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,588,2140,74,3.54,0.745,21.045,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,601,2180,73.8,6.31,1.38,21.87,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,590,2240,78.9,1.8,0.325,18.056,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,585,2240,78.3,1.47,0.263,17.891,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,596,2240,74.7,5.87,0.453,7.717,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,637,2260,78,3.02,0.786,26.026,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,606,2360,79.9,0.65,0.305,46.923,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,632,2740,79.2,0.92,1.92,208.696,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,652,2800,76.6,3.08,0.425,13.799,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,650,2900,77.2,2.37,0.265,11.181,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,652,3020,77.1,3.47,0.775,22.334,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,656,3680,74.8,4.79,3.02,63.048,Yes
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,722,4220,75,7.04,4.06,57.67,Yes
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,M,740,4560,74.7,5.77,0.445,7.712,No
STONY POINT,40.1,STB,Striped Bass,20050425,2005,Spring,F,775,5280,72.7,4.53,0.245,5.408,No
STONY POINT,40.1,STB,Striped Bass,20070419,2007,Spring,M,685,3650,74.4,4.33,0.795,18.36,No
STONY POINT,40.1,STB,Striped Bass,20070503,2007,Spring,M,595,2280,73.9,3.93,0.515,13.104,No
STONY POINT,40.1,STB,Striped Bass,20070503,2007,Spring,M,706,3200,74,4.18,0.685,16.388,No
STONY POINT,40.1,STB,Striped Bass,20070507,2007,Spring,M,563,1760,81.4,0.74,0.662,89.459,No
STONY POINT,40.1,STB,Striped Bass,20070507,2007,Spring,M,562,1880,77.9,2.29,0.805,35.153,No
STONY POINT,40.1,STB,Striped Bass,20070507,2007,Spring,M,650,2580,78.8,1.01,0.495,49.01,No
STONY POINT,40.1,STB,Striped Bass,20070507,2007,Spring,M,660,3200,76.7,2.34,0.665,28.419,No
STONY POINT,40.1,STB,Striped Bass,20070507,2007,Spring,M,709,3300,72.9,4.97,0.755,15.191,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,537,1840,75.6,4.63,1.56,33.693,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,567,2040,73.6,3.45,0.537,15.565,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,572,2100,71.8,5.25,0.91,17.333,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,589,2200,69.4,4.76,1.67,35.084,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,592,2320,78.4,5.16,2.76,53.488,Yes
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,595,2320,77.6,1.16,0.435,37.5,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,598,2360,75,2.83,1.84,65.018,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,605,2360,75.5,2.84,2.39,84.155,Yes
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,636,2400,76.6,1,0.867,86.7,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,640,3000,76.5,2.15,0.391,18.186,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,666,3400,74.7,5.54,1.9,34.296,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,680,3500,77.2,2.48,0.88,35.484,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,692,3800,73.3,7.96,4.14,52.01,Yes
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,740,4120,73.7,2.92,0.607,20.788,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,787,5300,75.6,2.38,0.298,12.521,No
VERPLANCK POINT,41.2,STB,Striped Bass,20020418,2002,Spring,M,687,5980,70.2,4.3,0.886,20.605,No
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,236,182,78.5,6.35,2.41,37.953,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,230,216,79.1,7.1,2.74,38.592,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,245,224,78.6,5.53,2.21,39.964,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,M,250,244,76.4,6.61,2.45,37.065,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,274,246,79.4,3.54,1.3,36.723,No
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,M,268,256,80.3,2.1,2.04,97.143,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,262,258,77.6,5.93,3.45,58.179,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,M,264,264,74.2,7.66,2.82,36.815,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,269,272,80.8,4.21,1.71,40.618,No
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,253,272,80.2,3.09,1.53,49.515,No
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,M,265,276,77.2,4.85,2.34,48.247,Yes
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,M,265,280,80.6,2.42,1.31,54.132,No
NEWBURGH BAY AROUND POLLEPEL (BANNERMAN'S) ISLAND,57.6,BB,Brown Bullhead,20010613,2001,Summer,F,260,286,79.2,4.35,2.09,48.046,Yes
