LOCATION,River MILE,SPP,Species Name,SDATE,Year,Season,SEX,Length(mm),Weight(g),Moisture(%),Lipid(%),Total PCB(ppm),Lipid PCB(ppm)= Total PCB/Lipid (%),OverLimit
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,731,3860,73.9,2.3,3.85,167.391,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,705,3920,78.6,0.74,0.097,13.108,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,712,3950,74.8,3.77,0.732,19.416,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,729,4500,76.4,1.69,1.39,82.249,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,760,4630,75.1,1.77,0.387,21.864,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,763,4680,77.6,1.45,0.387,26.69,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,744,5100,70.6,9.06,3.79,41.832,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,792,5380,73.3,2.95,0.72,24.407,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,813,5500,72.7,4.45,1.16,26.067,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,798,5820,76.8,2.3,0.353,15.348,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,810,5840,73.7,2.03,0.47,23.153,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,841,6700,75.4,4.98,1.37,27.51,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,883,8200,66.9,12.3,1.9,15.447,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,915,10206,72,4.02,0.598,14.876,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,970,10886,66.4,8.5,3.42,40.235,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20020528,2002,Spring,F,1010,14175,75,4.25,0.64,15.059,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,536,1620,75.9,3.17,1.805,56.94,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,562,1640,81.2,1.22,1.775,145.492,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,573,1840,78.1,0.64,0.902,140.938,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,537,1850,72.4,7.41,2.455,33.131,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,555,1910,71.5,6.3,4.295,68.175,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,607,2550,71.9,5.89,2.995,50.849,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,619,2620,72.5,5.11,4.295,84.051,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,659,2850,76.2,1.13,2.495,220.796,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,680,3320,73.9,2.9,2.405,82.931,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,702,3350,71.4,3.4,1.395,41.029,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,697,3410,75.5,0.62,1.425,229.839,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,703,3620,74.3,2.59,2.355,90.927,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,709,3720,76.5,2.45,2.625,107.143,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,705,3900,71,2.08,3.065,147.356,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,734,3940,79,1.9,2.685,141.316,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,743,4190,74,1.92,2.035,105.99,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,743,4320,71.5,5.84,7.365,126.113,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,732,4360,76.8,2.57,1.745,67.899,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,M,804,5680,73.2,4.6,7.065,153.587,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20021009,2002,Fall,F,830,5720,72.6,3.71,1.955,52.695,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,M,502,1468,75.9,1.86,0.86,46.237,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,M,538,1598,78.3,0.64,0.363,56.719,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,648,2840,74,2.72,1.81,66.544,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,766,4760,79,0.95,0.382,40.211,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,766,5060,76.2,3.23,0.545,16.873,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,789,5100,78,2.96,0.488,16.486,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,802,5630,77.2,2.34,0.654,27.949,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,770,5650,75.7,3.5,0.309,8.829,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,777,5720,74.5,2.95,0.478,16.203,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030522,2003,Spring,F,862,8300,74.3,7.45,1.37,18.389,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,480,1122,78.9,1.69,1.99,117.751,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,522,1340,78.6,1.01,1.06,104.95,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,501,1480,75.7,3.18,2.31,72.642,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,551,1858,73.8,6.07,6.53,107.578,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,613,2208,77.7,0.79,1.1,139.241,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,585,2266,79.6,1.52,1.68,110.526,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,F,596,2354,78.2,2.97,1.2,40.404,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,695,3614,74.5,1.91,1.34,70.157,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,732,3628,79.2,0.48,0.791,164.792,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20030612,2003,Summer,M,665,3840,79.4,0.92,2.77,301.087,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,492,1240,77.4,2.22,1.03,46.396,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,502,1255,79.7,0.48,0.41,85.417,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,503,1480,77,3.85,2.64,68.571,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,578,1770,77.7,1.54,4.23,274.675,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,557,1860,77.3,2.14,2.26,105.607,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,605,2480,76.4,3.11,3,96.463,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,599,2520,76.8,2.39,2.4,100.418,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,645,2920,79.2,0.68,1.72,252.941,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,640,2950,75.3,6.04,4.51,74.669,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,724,3550,75.3,3.41,4.02,117.889,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,713,3610,79.7,0.64,2.23,348.438,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,722,3970,75,3.92,3.78,96.429,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,710,4000,75.2,3.72,2.5,67.204,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,731,4050,77.9,1.56,2.23,142.949,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20031008,2003,Fall,M,730,4960,74.6,4.93,3.52,71.4,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,562,1920,71.9,6.04,1.38,22.848,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,604,2195,76.6,2.29,1.35,58.952,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,646,2865,74.4,4.66,0.513,11.009,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,F,656,3310,74.7,4.93,3.83,77.688,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,F,690,3950,75.4,3.91,3.49,89.258,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,F,743,4485,77.5,3.33,5.37,161.261,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,810,5550,75.2,3.92,1.036,26.429,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,M,842,5990,76.8,1.66,0.82,49.398,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,837,6560,75.4,4.83,1.37,28.364,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040513,2004,Spring,U,894,8110,78.5,1.71,0.329,19.24,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,533,1622,76.5,3.55,36.61,1031.268,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,583,1984,76.3,3.17,22.3,703.47,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,619,2528,77.8,1.89,3.31,175.132,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,658,2604,78.5,0.84,0.577,68.69,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,680,3280,75.7,3.57,5.9,165.266,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,641,3290,72.2,6.21,115.96,1867.311,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,666,3480,75.8,1.97,0.97,49.239,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,M,739,4418,77.1,2.49,2.58,103.614,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,696,4496,75.5,3.16,1.39,43.987,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20040524,2004,Spring,U,784,5600,74.7,4.65,0.98,21.075,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,436,800,77.1,2.25,2.18,96.889,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,438,816,76.8,2.76,2.46,89.13,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,452,866,77.6,1.66,1.6,96.386,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,465,960,78.6,1.15,1.1,95.652,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,510,1148,78.8,1.03,1.09,105.825,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,504,1280,76.2,2.84,2.71,95.423,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,507,1328,77.5,1.99,1.81,90.955,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,522,1348,77.7,1.97,2.65,134.518,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,538,1560,78.2,1.45,1.69,116.552,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,550,1596,76.9,2.04,1.97,96.569,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,646,2250,78.1,1.79,2.59,144.693,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20041004,2004,Fall,U,815,5020,77,1.78,1.72,96.629,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,693,3480,75.3,3.24,0.716,22.099,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,657,3520,77,2.83,1.74,61.484,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,765,4920,76,2.06,1.28,62.136,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,759,5480,73.3,6.57,1.236,18.813,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,820,5900,75.4,1.51,0.196,12.98,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,822,6360,76.1,2.35,0.335,14.255,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,816,6480,72.5,6.89,0.497,7.213,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,844,6780,73.4,4.82,0.776,16.1,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,841,7080,77.4,1.17,0.133,11.368,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050516,2005,Spring,F,890,8320,76.5,3.12,0.455,14.583,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,M,499,1120,78.8,0.52,0.235,45.192,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,482,1220,75.7,5.42,3.85,71.033,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,533,1350,77.2,2.46,0.551,22.398,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,M,525,1380,77.9,1.63,86.85,5328.221,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,518,1520,73.1,4.51,0.96,21.286,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,M,539,1640,81,0.45,0.629,139.778,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,M,577,2120,79,0.42,0.163,38.81,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,601,2290,73,2.84,0.83,29.225,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,M,622,2320,77.4,0.41,0.858,209.268,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,680,3180,74.6,3.5,0.77,22,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,666,3300,69.6,8.78,1.82,20.729,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,719,3900,74.7,3.51,0.532,15.157,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,732,3990,76.9,1.06,0.232,21.887,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,688,4200,76.2,3.57,4.22,118.207,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,748,4620,76.6,1.6,0.395,24.688,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,813,5440,75.8,1.96,1.16,59.184,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,796,5720,75.2,4.2,3.95,94.048,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,828,6280,76.1,3.67,0.552,15.041,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,863,6620,77.1,3.88,0.51,13.144,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050525,2005,Spring,F,852,6750,75.5,3.46,0.84,24.277,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,F,436,848,73.9,7.01,2.15,30.67,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,M,464,1030,71,7.73,2.4,31.048,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,M,462,1080,73.6,9.39,2.99,31.842,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,M,483,1128,74.5,6.27,2.64,42.105,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,F,493,1242,73.5,7.82,2.68,34.271,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20050922,2005,Fall,F,594,2324,70.4,10.1,4.78,47.327,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,578,2606,72.8,6.34,2.29,36.12,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,578,2630,69.8,11.4,4.91,43.07,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,619,2786,73,6.76,2.07,30.621,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,626,2870,69.8,9.42,4.58,48.62,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,630,2888,73.2,4.86,1.05,21.605,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,686,3586,76.3,2.97,4.6,154.882,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,684,3598,72.2,7.71,3.27,42.412,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,794,4126,72.9,12.1,3.94,32.562,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,709,4344,71.1,8.6,4.92,57.209,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,704,4542,72.5,8.71,5.24,60.161,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,700,4890,69.7,12.2,5.05,41.393,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,F,711,4930,69,12.1,4.9,40.496,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,724,4990,72.7,8.05,8.22,102.112,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,F,775,5360,74.8,4.49,2.14,47.661,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20051021,2005,Fall,M,817,6900,67,15.4,19.82,128.701,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,M,791,3780,74.3,5.02,1.99,39.641,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,730,3880,73,3.39,1.27,37.463,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,738,4700,73.8,11.2,2.56,22.857,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,M,835,5800,78.6,1.02,0.735,72.059,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,791,6140,76.6,2.82,0.305,10.816,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,826,6560,79.2,0.9,0.11,12.222,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,840,6560,75.5,4.1,0.435,10.61,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,827,7020,77,2.65,0.223,8.415,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,860,7160,80,1.28,0.149,11.641,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,860,7680,75.6,4.2,0.99,23.571,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060518,2006,Spring,F,867,7850,76.5,1.58,0.138,8.734,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060601,2006,Summer,M,505,1460,78.2,1.09,0.69,63.303,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060601,2006,Summer,F,547,1960,79,1.63,0.82,50.307,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060601,2006,Summer,F,604,2740,70.2,11.8,3.09,26.186,Yes
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060601,2006,Summer,F,642,3120,79.3,0.76,0.176,23.158,No
BELOW FEDERAL DAM B/T TROY AND GREEN ISLAND,153.2,STB,Striped Bass,20060601,2006,Summer,F,800,5680,77.7,2.1,0.193,9.19,No
